municipality_code,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,confidence
172076,0.0345,0.0576,0.179,1.08,2.3,2.88,8.63,10.1,10.8,7.24,2.85,0.143,high
172082,0.0145,0.0242,0.0755,0.464,1,1.27,3.99,4.73,5.13,3.32,1.26,0.0603,medium
172095,0.00895,0.0149,0.0467,0.296,0.69,0.824,2.41,2.99,3.73,2.35,0.818,0.0373,medium
172109,0.0167,0.0278,0.0868,0.558,1.24,1.44,4.33,5.16,6.82,4.18,1.51,0.0694,high
172116,0.0279,0.0465,0.145,0.933,2.1,2.44,7.28,8.72,11.4,7.04,2.53,0.116,medium
172121,0.0287,0.0479,0.149,0.913,1.97,2.47,7.73,9.07,9.75,6.43,2.48,0.119,medium
172137,0.0581,0.0959,0.287,1.49,2.88,3.22,7.55,8.54,9.91,7.12,3.17,0.228,high
172142,0.0122,0.0203,0.0633,0.401,0.87,1.03,3.05,3.57,4.65,2.88,1.07,0.0506,low
172155,0.0259,0.0431,0.135,0.857,1.88,2.2,6.75,7.86,9.44,6.13,2.27,0.108,high
172168,0.0253,0.0422,0.132,0.846,1.86,2.16,6.64,7.86,9.98,6.26,2.28,0.106,medium
172174,0.026,0.0433,0.135,0.854,1.92,2.22,6.24,7.47,9.61,6.15,2.24,0.108,medium
172180,0.0314,0.0522,0.163,1.03,2.22,2.6,7.76,9.09,11.3,7.22,2.7,0.13,high
172207,0.0233,0.0389,0.121,0.736,1.58,1.95,6.14,7.04,7.68,5.05,1.96,0.0969,high
172214,0.0121,0.0201,0.0629,0.402,0.877,1.04,3.16,3.71,4.81,2.96,1.09,0.0504,high
172229,0.0181,0.0301,0.0942,0.608,1.36,1.59,4.93,5.9,7.78,4.7,1.67,0.0753,low
172235,0.0189,0.0315,0.0969,0.561,1.15,1.33,3.25,3.77,4.73,3.17,1.31,0.0773,medium
172240,0.0113,0.0188,0.0587,0.357,0.748,0.897,2.77,3.3,3.76,2.55,0.993,0.0469,low
172253,0.017,0.0282,0.0882,0.561,1.22,1.41,3.98,4.65,6.04,3.87,1.46,0.0705,low
172266,0.0396,0.066,0.206,1.28,2.73,3.14,8.32,9.56,12.1,8.06,3.2,0.164,high
172272,0.00777,0.0129,0.0404,0.253,0.553,0.67,2,2.39,3.11,1.89,0.689,0.0323,low
172288,0.0102,0.017,0.0531,0.341,0.743,0.888,2.86,3.37,4.37,2.61,0.937,0.0425,medium
172305,0.013,0.0216,0.0675,0.428,0.932,1.1,3.3,3.88,5.07,3.11,1.15,0.054,medium
172327,0.0268,0.0446,0.14,0.895,2,2.33,6.95,8.27,10.7,6.66,2.42,0.112,high
172333,0.0251,0.0417,0.13,0.811,1.77,2.09,6.29,7.26,8.45,5.55,2.1,0.104,high
172348,0.0115,0.0191,0.0596,0.38,0.823,0.991,3.15,3.69,4.76,2.86,1.04,0.0477,low
179011,0.014,0.0234,0.073,0.463,1.04,1.24,3.82,4.63,5.9,3.57,1.28,0.0584,high
179026,0.0151,0.0252,0.0787,0.499,1.16,1.38,4,4.95,6.21,3.9,1.37,0.063,high
179032,0.0161,0.0268,0.0834,0.521,1.14,1.38,4.24,4.88,5.55,3.64,1.37,0.0667,medium
250019,0.00783,0.0131,0.0408,0.25,0.526,0.611,2.03,2.36,2.82,1.81,0.693,0.0326,low
250024,0.00481,0.00803,0.0252,0.156,0.33,0.389,1.32,1.53,1.84,1.16,0.431,0.0201,low
250030,0.00478,0.00798,0.0249,0.157,0.329,0.382,1.33,1.48,1.83,1.15,0.422,0.0199,medium
250045,0.0029,0.00485,0.0151,0.0954,0.201,0.23,0.811,0.912,1.19,0.733,0.266,0.0121,low
250058,0.00298,0.00497,0.0155,0.0947,0.199,0.233,0.752,0.889,1.04,0.688,0.265,0.0124,low
250061,0.00242,0.00404,0.0126,0.0791,0.166,0.197,0.684,0.765,0.979,0.603,0.221,0.0101,low
250077,0.00222,0.0037200000000000002,0.0116,0.073,0.154,0.175,0.608,0.689,0.913,0.564,0.205,0.00927,low
250083,0.00854,0.0143,0.0446,0.279,0.584,0.663,2.25,2.54,3.24,2.05,0.761,0.0355,medium
250096,0.00346,0.00577,0.018,0.112,0.234,0.279,0.975,1.09,1.34,0.835,0.312,0.0144,low
250100,0.00123,0.00205,0.00642,0.0404,0.0854,0.0986,0.343,0.387,0.512,0.316,0.114,0.00512,low
250117,0.00325,0.00543,0.017,0.107,0.224,0.254,0.868,0.993,1.31,0.819,0.298,0.0135,low
250122,0.0059,0.00985,0.0308,0.193,0.404,0.458,1.56,1.75,2.27,1.43,0.529,0.0245,medium
250138,0.0389,0.0649,0.201,1.18,2.36,2.64,7.82,8.73,10.8,7.24,2.92,0.16,low
250143,0.00148,0.00248,0.00775,0.0488,0.103,0.119,0.412,0.464,0.613,0.379,0.137,0.00618,medium
250156,0.0103,0.0172,0.0537,0.337,0.703,0.802,2.71,3.07,3.9,2.46,0.916,0.0428,low
250169,0.0184,0.0308,0.096,0.597,1.24,1.39,4.55,5.12,6.54,4.23,1.6,0.0765,medium
250175,0.00202,0.00337,0.0105,0.0643,0.133,0.149,0.47,0.558,0.673,0.468,0.181,0.00842,low
250194,0.049,0.0817,0.253,1.48,2.95,3.25,9.05,10.1,12.3,8.63,3.6,0.201,low
250208,9.09e-4,0.00152,0.00474,0.0298,0.0631,0.0749,0.248,0.287,0.372,0.233,0.0841,0.00379,low
250215,0.0171,0.0286,0.0896,0.563,1.18,1.32,4.43,5.01,6.4,4.08,1.52,0.0714,low
250220,0.00387,0.00647,0.0203,0.127,0.267,0.314,1.11,1.27,1.55,0.956,0.35,0.0161,low
250236,0.00774,0.0129,0.0404,0.252,0.526,0.59,1.97,2.22,2.87,1.84,0.686,0.0322,medium
250241,0.00219,0.00366,0.0114,0.0698,0.144,0.162,0.506,0.603,0.726,0.507,0.196,0.00914,low
250254,0.00172,0.00287,0.00896,0.0546,0.113,0.126,0.394,0.47,0.568,0.397,0.154,0.00716,low
250273,0.00495,0.00827,0.0258,0.162,0.34,0.397,1.39,1.55,1.92,1.21,0.443,0.0206,medium
250292,0.0232,0.0384,0.114,0.557,0.988,1.1,2.6,2.81,3.29,2.37,1.12,0.0906,medium
250306,0.00287,0.0048,0.015,0.0914,0.191,0.223,0.709,0.843,0.99,0.665,0.257,0.012,low
250313,0.00116,0.00193,0.00603,0.0368,0.0769,0.0906,0.281,0.338,0.392,0.269,0.104,0.00482,low
250328,0.00262,0.00437,0.0136,0.0833,0.174,0.202,0.648,0.769,0.905,0.607,0.234,0.0109,low
250334,0.00312,0.0052,0.0163,0.102,0.215,0.247,0.853,0.957,1.25,0.776,0.284,0.013,medium
250349,0.00445,0.0074400000000000004,0.0233,0.146,0.308,0.363,1.28,1.47,1.77,1.09,0.4,0.0186,medium
250352,0.00552,0.00923,0.0289,0.182,0.384,0.44,1.56,1.76,2.24,1.38,0.499,0.023,low
250365,0.00173,0.00289,0.00905,0.0569,0.12,0.139,0.488,0.547,0.719,0.44,0.159,0.00722,low
250371,0.00513,0.00856,0.0268,0.168,0.352,0.413,1.43,1.64,2.01,1.25,0.461,0.0214,low
250387,0.0011,0.00184,0.00576,0.0363,0.0767,0.0883,0.3,0.344,0.456,0.284,0.102,0.0046,low
250390,0.0111,0.0186,0.0581,0.353,0.74,0.854,2.72,3.17,3.8,2.51,0.976,0.0464,medium
250404,0.0129,0.0215,0.0672,0.416,0.859,0.98,3.16,3.54,4.39,2.86,1.09,0.0535,medium
250411,0.00352,0.00588,0.0184,0.116,0.244,0.284,1.02,1.14,1.44,0.885,0.32,0.0147,medium
250426,0.00607,0.0101,0.0317,0.197,0.419,0.495,1.72,1.99,2.35,1.47,0.543,0.0253,medium
250432,0.00234,0.0039,0.0122,0.0743,0.154,0.17,0.539,0.635,0.775,0.54,0.209,0.00974,low
250447,0.00652,0.0109,0.0341,0.214,0.458,0.542,1.9,2.2,2.6,1.6,0.585,0.0272,medium
250450,9.27e-4,0.00155,0.00483,0.0295,0.0618,0.0739,0.229,0.276,0.317,0.216,0.0831,0.00386,low
250463,0.00478,0.00798,0.0249,0.157,0.328,0.383,1.34,1.5,1.85,1.17,0.43,0.0199,medium
250479,0.00589,0.00984,0.0308,0.194,0.407,0.465,1.63,1.83,2.31,1.44,0.527,0.0245,medium
250485,0.00455,0.0076,0.0237,0.149,0.314,0.359,1.25,1.4,1.8,1.13,0.413,0.0189,medium
250498,0.00633,0.0106,0.033,0.208,0.436,0.499,1.73,1.93,2.42,1.52,0.56,0.0263,low
250501,0.00652,0.0109,0.034,0.212,0.442,0.513,1.74,1.94,2.37,1.53,0.572,0.0271,medium
250518,0.00453,0.00756,0.0236,0.144,0.301,0.35,1.11,1.32,1.54,1.04,0.403,0.0189,low
250523,0.015,0.0249,0.0765,0.437,0.855,0.95,2.69,2.97,3.65,2.48,1.03,0.0609,medium
250539,0.0217,0.0361,0.111,0.63,1.22,1.34,3.56,3.91,4.79,3.36,1.46,0.0882,medium
250557,0.00471,0.00786,0.0246,0.153,0.329,0.395,1.37,1.59,1.85,1.15,0.423,0.0196,low
250560,0.00117,0.00195,0.0061,0.0385,0.0815,0.0991,0.334,0.38,0.482,0.301,0.108,0.00488,low
250576,0.0014,0.00233,0.00728,0.0444,0.0921,0.105,0.328,0.39,0.466,0.323,0.125,0.00582,low
250582,0.00486,0.00812,0.0253,0.158,0.328,0.384,1.31,1.45,1.8,1.15,0.429,0.0202,medium
250595,0.00106,0.00176,0.00551,0.0336,0.0703,0.0834,0.259,0.311,0.359,0.245,0.0946,0.0044,low
250609,0.0042,0.00701,0.0219,0.139,0.295,0.349,1.25,1.4,1.71,1.05,0.38,0.0175,low
250616,0.00505,0.00843,0.0263,0.161,0.338,0.391,1.29,1.51,1.8,1.17,0.45,0.021,medium
250621,0.00466,0.00778,0.0244,0.153,0.321,0.375,1.31,1.5,1.84,1.14,0.42,0.0194,medium
250637,0.00104,0.00173,0.0054,0.033,0.0687,0.0805,0.249,0.3,0.35,0.241,0.0929,0.00432,low
250642,0.00566,0.00945,0.0296,0.185,0.396,0.472,1.63,1.92,2.23,1.38,0.508,0.0236,low
250674,0.00239,0.004,0.0125,0.0785,0.165,0.193,0.675,0.754,0.974,0.601,0.219,0.00998,medium
250680,0.0053,0.00884,0.0276,0.174,0.364,0.422,1.48,1.65,2.05,1.29,0.475,0.022,medium
250693,0.00648,0.0108,0.0339,0.214,0.448,0.514,1.79,2.03,2.59,1.61,0.589,0.027,low
250707,0.00396,0.00661,0.0207,0.131,0.276,0.318,1.14,1.28,1.62,0.995,0.359,0.0165,low
250714,0.0031,0.00518,0.0162,0.0987,0.206,0.238,0.767,0.909,1.07,0.719,0.277,0.0129,low
250729,0.015,0.025,0.0772,0.455,0.923,1.09,3.26,3.67,4.26,2.88,1.14,0.0615,high
250735,0.00252,0.00421,0.0131,0.0819,0.171,0.204,0.715,0.799,0.998,0.616,0.229,0.0105,medium
250740,0.00494,0.00825,0.0258,0.162,0.34,0.403,1.42,1.58,1.94,1.22,0.447,0.0206,low
250753,0.00723,0.0121,0.0377,0.233,0.501,0.597,2.04,2.39,2.71,1.72,0.64,0.0301,low
250766,0.00152,0.00254,0.00795,0.05,0.105,0.123,0.431,0.483,0.632,0.386,0.14,0.00635,low
250772,0.00601,0.01,0.0313,0.192,0.405,0.474,1.59,1.86,2.2,1.4,0.535,0.025,medium
250788,0.00667,0.0111,0.0348,0.218,0.457,0.515,1.77,1.98,2.56,1.61,0.598,0.0278,medium
250791,0.00396,0.00661,0.0207,0.131,0.275,0.318,1.14,1.28,1.6,0.987,0.358,0.0165,medium
250812,0.00515,0.0086,0.0269,0.168,0.353,0.416,1.48,1.64,2.03,1.27,0.467,0.0215,low
250827,0.00266,0.00444,0.0139,0.0846,0.175,0.195,0.615,0.728,0.882,0.614,0.238,0.0111,low
250851,0.00682,0.0114,0.0356,0.222,0.473,0.572,1.91,2.21,2.57,1.66,0.611,0.0284,medium
250864,0.003,0.005,0.0156,0.0952,0.197,0.22,0.69,0.818,0.988,0.689,0.267,0.0125,low
250870,0.00223,0.0037200000000000002,0.0116,0.0708,0.147,0.164,0.516,0.613,0.739,0.515,0.199,0.00928,low
250886,0.00294,0.0049,0.0153,0.0934,0.196,0.233,0.741,0.878,1.02,0.678,0.262,0.0122,low
250899,0.00242,0.00404,0.0126,0.077,0.161,0.188,0.594,0.704,0.829,0.561,0.217,0.0101,low
250925,0.00483,0.00807,0.0252,0.158,0.331,0.389,1.37,1.52,1.89,1.19,0.437,0.0201,low
250931,0.0117,0.0196,0.061,0.377,0.779,0.893,2.87,3.18,3.88,2.58,0.993,0.0487,high
250946,0.0037,0.00617,0.0193,0.122,0.256,0.3,1.07,1.22,1.49,0.918,0.334,0.0154,low
250962,0.00443,0.0074,0.0231,0.145,0.305,0.352,1.23,1.38,1.72,1.08,0.397,0.0184,low
250978,0.00745,0.0124,0.0388,0.243,0.508,0.599,2.09,2.32,2.86,1.81,0.668,0.031,low
250984,0.00641,0.0107,0.0335,0.208,0.438,0.514,1.77,2.04,2.43,1.53,0.572,0.0267,low
250997,0.00687,0.0115,0.0358,0.224,0.466,0.536,1.81,2.02,2.5,1.61,0.603,0.0286,medium
251001,0.00566,0.00945,0.0295,0.18,0.374,0.421,1.36,1.61,1.92,1.3,0.503,0.0236,low
251018,0.00139,0.00232,0.00726,0.0456,0.0963,0.115,0.396,0.446,0.574,0.354,0.128,0.0058,low
251023,0.00121,0.00202,0.00631,0.0397,0.084,0.0977,0.326,0.377,0.494,0.311,0.112,0.00504,low
251039,0.00649,0.0108,0.0339,0.212,0.447,0.532,1.85,2.08,2.52,1.59,0.584,0.0271,low
251044,0.00639,0.0107,0.0333,0.207,0.434,0.518,1.76,1.97,2.38,1.52,0.567,0.0266,medium
251057,0.00152,0.00254,0.00793,0.0498,0.105,0.125,0.432,0.485,0.629,0.386,0.14,0.00633,low
251095,0.0056,0.00936,0.0292,0.182,0.383,0.457,1.58,1.76,2.13,1.35,0.501,0.0233,low
251109,0.0264,0.044,0.135,0.74,1.42,1.62,3.79,4.13,4.58,3.45,1.6,0.107,medium
251116,0.0058,0.00969,0.0303,0.185,0.389,0.447,1.49,1.75,2.06,1.34,0.517,0.0242,medium
251121,0.00992,0.0166,0.0519,0.326,0.683,0.788,2.7,3.09,3.87,2.42,0.893,0.0413,low
251137,0.00408,0.00681,0.0213,0.134,0.283,0.326,1.16,1.31,1.65,1.02,0.37,0.017,medium
251142,0.00507,0.00846,0.0265,0.165,0.353,0.426,1.44,1.68,1.94,1.24,0.455,0.0211,low
251155,0.00868,0.0145,0.0452,0.279,0.589,0.689,2.32,2.68,3.19,2.03,0.767,0.0361,medium
251180,0.00204,0.0034,0.0106,0.0664,0.139,0.167,0.582,0.653,0.821,0.503,0.186,0.0085,low
251193,0.00471,0.00786,0.0245,0.154,0.322,0.374,1.29,1.44,1.82,1.15,0.423,0.0196,medium
251207,0.00909,0.0151,0.0467,0.274,0.548,0.611,1.82,2.03,2.57,1.71,0.685,0.0372,high
251214,0.00106,0.00177,0.00554,0.0338,0.0707,0.084,0.26,0.313,0.361,0.247,0.0953,0.00443,low
251229,0.00581,0.0097,0.0303,0.191,0.401,0.458,1.61,1.8,2.29,1.43,0.522,0.0242,medium
251235,0.00215,0.00358,0.0112,0.0683,0.141,0.159,0.498,0.592,0.712,0.496,0.192,0.00895,low
251240,0.00597,0.00996,0.0311,0.192,0.409,0.483,1.64,1.94,2.25,1.41,0.533,0.0249,low
251253,0.00105,0.00175,0.00546,0.0344,0.073,0.0863,0.294,0.334,0.437,0.27,0.0968,0.00436,low
251266,0.00253,0.00422,0.0132,0.0805,0.168,0.196,0.621,0.734,0.867,0.587,0.226,0.0105,low
251272,0.00353,0.00589,0.0184,0.112,0.234,0.265,0.841,1,1.19,0.814,0.315,0.0147,low
251288,0.00566,0.00946,0.0296,0.184,0.388,0.457,1.58,1.83,2.18,1.36,0.507,0.0236,low
251291,0.00454,0.00758,0.0237,0.148,0.317,0.38,1.32,1.55,1.78,1.11,0.408,0.0189,medium
251305,0.00446,0.00745,0.0233,0.146,0.306,0.361,1.28,1.42,1.77,1.11,0.405,0.0186,medium
251312,0.00101,0.00169,0.00529,0.0333,0.0703,0.0808,0.271,0.313,0.412,0.26,0.0937,0.00422,low
251327,0.0054,0.00902,0.0282,0.177,0.377,0.451,1.54,1.76,2.08,1.32,0.483,0.0225,low
251333,9.98e-4,0.00167,0.00521,0.0329,0.0697,0.083,0.278,0.318,0.413,0.259,0.0924,0.00416,low
251348,0.00921,0.0154,0.048,0.3,0.628,0.71,2.43,2.72,3.49,2.2,0.82,0.0383,medium
251351,0.00709,0.0118,0.037,0.232,0.487,0.561,1.94,2.17,2.71,1.72,0.635,0.0295,medium
251364,0.00671,0.0112,0.0351,0.217,0.467,0.564,1.92,2.24,2.53,1.63,0.602,0.028,low
251370,0.0927,0.154,0.474,2.67,5.13,5.72,13.8,14.9,17,12.9,5.93,0.377,high
251386,0.0039,0.00652,0.0204,0.129,0.273,0.313,1.13,1.27,1.6,0.981,0.354,0.0163,medium
251399,0.00403,0.00673,0.021,0.128,0.267,0.307,0.982,1.17,1.37,0.928,0.359,0.0168,low
251403,0.00294,0.00491,0.0153,0.0937,0.197,0.234,0.753,0.887,1.04,0.682,0.262,0.0123,low
251410,0.00702,0.0117,0.0366,0.228,0.482,0.579,1.98,2.25,2.68,1.7,0.63,0.0292,medium
251425,0.00285,0.00476,0.0149,0.0933,0.196,0.223,0.759,0.856,1.12,0.705,0.259,0.0119,low
251431,0.00562,0.00939,0.0293,0.184,0.386,0.461,1.61,1.8,2.19,1.38,0.507,0.0234,low
251459,0.00403,0.00673,0.021,0.132,0.277,0.328,1.16,1.29,1.6,1,0.365,0.0168,low
251462,0.0065,0.0109,0.0339,0.209,0.447,0.525,1.8,2.11,2.44,1.54,0.581,0.0271,medium
251484,0.00526,0.00879,0.0275,0.169,0.358,0.421,1.43,1.68,1.95,1.24,0.47,0.0219,medium
251497,0.0166,0.0277,0.086,0.514,1.06,1.24,3.82,4.37,5.01,3.32,1.33,0.0686,medium
251500,0.00439,0.00733,0.0229,0.145,0.308,0.364,1.3,1.47,1.8,1.1,0.397,0.0183,medium
251517,0.00694,0.0116,0.0362,0.224,0.479,0.569,1.92,2.25,2.58,1.63,0.61,0.0289,medium
251522,0.00541,0.00904,0.0283,0.177,0.376,0.453,1.54,1.78,2.1,1.33,0.488,0.0226,low
251538,0.00479,0.00801,0.025,0.157,0.329,0.387,1.37,1.52,1.89,1.19,0.435,0.02,low
251543,0.00537,0.00896,0.028,0.175,0.368,0.436,1.54,1.7,2.1,1.32,0.485,0.0224,low
251556,0.0057,0.00951,0.0297,0.181,0.38,0.44,1.44,1.68,1.98,1.29,0.501,0.0237,low
251569,0.00677,0.0113,0.0354,0.22,0.46,0.536,1.81,2.07,2.55,1.6,0.598,0.0282,low
251575,0.00445,0.00743,0.0232,0.147,0.309,0.364,1.3,1.45,1.79,1.11,0.403,0.0185,medium
251581,0.00826,0.0138,0.0431,0.27,0.565,0.649,2.22,2.48,3.12,1.99,0.736,0.0344,medium
251615,0.0118,0.0197,0.0614,0.377,0.796,0.928,3.04,3.51,4.24,2.72,1.04,0.0491,medium
251636,0.00515,0.0086,0.0269,0.164,0.342,0.388,1.27,1.49,1.78,1.19,0.459,0.0215,medium
251641,0.00384,0.00642,0.0201,0.127,0.267,0.307,1.1,1.24,1.57,0.967,0.35,0.016,medium
251654,0.00759,0.0127,0.0396,0.244,0.519,0.614,2.09,2.43,2.84,1.79,0.673,0.0316,low
251667,0.00469,0.00783,0.0245,0.153,0.33,0.392,1.38,1.6,1.88,1.16,0.422,0.0195,medium
251673,0.00631,0.0105,0.033,0.204,0.439,0.529,1.82,2.12,2.4,1.53,0.566,0.0263,medium
251689,0.00777,0.013,0.0405,0.253,0.53,0.604,2.06,2.3,2.89,1.84,0.686,0.0323,low
251692,0.00278,0.00464,0.0145,0.09,0.188,0.225,0.788,0.882,1.09,0.672,0.251,0.0116,low
251706,0.00179,0.00299,0.00935,0.0586,0.124,0.15,0.51,0.577,0.724,0.451,0.164,0.00747,low
251713,0.0239,0.0399,0.123,0.702,1.41,1.61,4.51,5.12,6.02,4.14,1.73,0.098,medium
251728,0.011,0.0183,0.057,0.351,0.733,0.858,2.8,3.14,3.76,2.4,0.914,0.0454,low
251734,0.00417,0.00696,0.0217,0.133,0.28,0.327,1.05,1.23,1.48,0.971,0.371,0.0174,low
251749,0.00899,0.015,0.0469,0.293,0.614,0.69,2.34,2.63,3.41,2.16,0.802,0.0374,low
251752,0.0128,0.0213,0.0664,0.4,0.829,0.961,2.88,3.39,3.88,2.71,1.09,0.053,low
251765,0.00396,0.00661,0.0207,0.13,0.272,0.319,1.12,1.25,1.55,0.974,0.357,0.0165,low
251771,0.00434,0.00724,0.0227,0.143,0.302,0.348,1.24,1.39,1.74,1.07,0.39,0.0181,low
251790,0.00443,0.0074,0.0231,0.141,0.294,0.34,1.07,1.27,1.49,1.02,0.394,0.0185,low
251804,0.00593,0.0099,0.0309,0.194,0.408,0.474,1.66,1.86,2.32,1.46,0.536,0.0247,medium
251811,0.00426,0.00711,0.0222,0.141,0.296,0.346,1.24,1.39,1.73,1.07,0.386,0.0177,medium
251826,0.00699,0.0117,0.0364,0.226,0.47,0.542,1.77,1.97,2.52,1.62,0.611,0.029,low
251832,0.00321,0.00536,0.0167,0.102,0.213,0.245,0.778,0.916,1.09,0.739,0.286,0.0134,low
251850,0.00337,0.00563,0.0176,0.107,0.226,0.266,0.867,1.02,1.21,0.782,0.301,0.0141,low
251863,0.0061,0.0102,0.0319,0.198,0.426,0.51,1.78,2.08,2.36,1.48,0.547,0.0254,low
251898,0.0123,0.0206,0.0642,0.4,0.833,0.933,3.09,3.47,4.46,2.87,1.08,0.0512,low
251902,0.0195,0.0326,0.102,0.625,1.31,1.53,4.86,5.56,6.66,4.34,1.67,0.0812,low
251919,0.00461,0.00769,0.0241,0.151,0.324,0.386,1.36,1.57,1.86,1.14,0.415,0.0192,low
251924,0.00966,0.0161,0.0504,0.311,0.66,0.795,2.58,2.97,3.42,2.24,0.845,0.0402,medium
251930,0.00882,0.0147,0.046,0.28,0.588,0.678,2.23,2.6,3.03,1.98,0.773,0.0367,low
251945,0.00673,0.0112,0.0351,0.218,0.464,0.558,1.84,2.13,2.47,1.6,0.596,0.028,low
251961,0.00602,0.0101,0.0315,0.195,0.413,0.484,1.64,1.91,2.28,1.44,0.539,0.0251,low
251977,0.00472,0.00789,0.0247,0.154,0.33,0.396,1.36,1.57,1.84,1.16,0.425,0.0197,low
252000,0.00108,0.0018,0.00562,0.0354,0.0749,0.0868,0.3,0.339,0.448,0.277,0.0996,0.00448,low
252017,0.00459,0.00766,0.0239,0.146,0.305,0.352,1.13,1.32,1.58,1.06,0.408,0.0191,low
252022,0.00792,0.0132,0.0413,0.254,0.538,0.631,2.05,2.38,2.9,1.85,0.703,0.033,low
252038,0.00971,0.0162,0.0505,0.303,0.628,0.742,2.18,2.54,2.91,2.01,0.812,0.0403,low
252043,9.06e-4,0.00151,0.00473,0.0298,0.063,0.0731,0.246,0.283,0.373,0.234,0.084,0.00377,low
252056,0.00694,0.0116,0.0362,0.227,0.475,0.544,1.86,2.08,2.65,1.67,0.621,0.0289,low
252069,0.00203,0.00338,0.0106,0.0662,0.14,0.167,0.577,0.645,0.829,0.509,0.185,0.00845,low
252075,0.0365,0.0608,0.187,1.05,2.1,2.43,6.81,7.79,8.72,5.99,2.51,0.148,high
252081,0.0051,0.00852,0.0266,0.162,0.339,0.391,1.26,1.47,1.75,1.18,0.455,0.0213,low
252094,0.0053,0.00884,0.0276,0.168,0.35,0.399,1.27,1.49,1.78,1.22,0.471,0.0221,low
252108,0.00196,0.00328,0.0102,0.0644,0.136,0.155,0.529,0.604,0.799,0.5,0.181,0.00817,low
252115,0.00206,0.00345,0.0108,0.0677,0.143,0.163,0.56,0.633,0.836,0.519,0.189,0.00859,low
252120,0.00144,0.00241,0.00753,0.0474,0.1,0.115,0.4,0.45,0.597,0.369,0.133,0.006,low
252154,0.014,0.0234,0.0729,0.452,0.955,1.12,3.67,4.22,5.09,3.25,1.23,0.0582,low
252167,0.00969,0.0162,0.0506,0.313,0.663,0.798,2.65,3.03,3.53,2.28,0.857,0.0403,low
252173,0.0177,0.0294,0.0895,0.487,0.932,1.07,2.91,3.2,3.75,2.61,1.11,0.0711,high
252189,0.00623,0.0104,0.0325,0.202,0.42,0.503,1.75,1.95,2.4,1.5,0.56,0.026,low
252192,0.00532,0.00888,0.0278,0.174,0.369,0.444,1.52,1.75,2.07,1.31,0.48,0.0222,low
252206,0.0166,0.0277,0.0862,0.526,1.08,1.21,3.84,4.26,5.31,3.5,1.36,0.0687,medium
252213,0.00206,0.00343,0.0107,0.0654,0.137,0.16,0.507,0.601,0.706,0.477,0.184,0.00857,low
252228,0.00537,0.00897,0.0281,0.177,0.377,0.446,1.57,1.81,2.16,1.33,0.483,0.0224,low
252234,0.00497,0.00829,0.0259,0.161,0.345,0.416,1.42,1.65,1.9,1.2,0.444,0.0207,medium
252249,0.00185,0.00308,0.00963,0.0603,0.127,0.152,0.528,0.591,0.76,0.466,0.169,0.0077,low
252252,0.00457,0.00764,0.0239,0.15,0.315,0.367,1.29,1.45,1.8,1.12,0.411,0.019,medium
252265,0.00119,0.002,0.00624,0.0393,0.0832,0.0987,0.339,0.383,0.501,0.307,0.11,0.00498,low
252271,0.00465,0.00777,0.0242,0.148,0.308,0.351,1.12,1.31,1.57,1.07,0.413,0.0194,low
252287,0.00943,0.0158,0.0492,0.309,0.647,0.727,2.49,2.82,3.67,2.31,0.851,0.0393,medium
252304,0.00398,0.00665,0.0208,0.131,0.275,0.316,1.1,1.24,1.59,0.989,0.362,0.0166,medium
252311,0.0121,0.0203,0.0632,0.39,0.808,0.908,2.94,3.27,4.14,2.7,1.04,0.0504,low
252326,0.00167,0.00279,0.00873,0.055,0.116,0.133,0.455,0.517,0.685,0.427,0.154,0.00697,low
252332,0.00908,0.0152,0.0474,0.296,0.62,0.695,2.35,2.65,3.43,2.18,0.81,0.0378,medium
252347,0.00929,0.0155,0.0484,0.298,0.628,0.732,2.37,2.74,3.31,2.13,0.808,0.0387,low
252385,0.00507,0.00846,0.0264,0.165,0.347,0.411,1.44,1.6,1.97,1.24,0.456,0.0211,medium
252398,0.00264,0.00441,0.0138,0.0841,0.176,0.207,0.658,0.78,0.917,0.613,0.236,0.011,low
252402,0.00964,0.0161,0.0503,0.315,0.658,0.75,2.54,2.85,3.59,2.28,0.852,0.0401,medium
252424,0.0041,0.00685,0.0214,0.134,0.282,0.333,1.18,1.31,1.61,1.01,0.37,0.0171,medium
252430,0.00154,0.00256,0.00801,0.0489,0.101,0.115,0.358,0.427,0.511,0.355,0.137,0.0064,low
252445,0.00482,0.00804,0.0251,0.158,0.331,0.389,1.37,1.53,1.89,1.18,0.434,0.0201,medium
252458,0.00207,0.00345,0.0108,0.0658,0.136,0.153,0.485,0.57,0.692,0.479,0.185,0.00862,low
252477,0.00131,0.00218,0.00682,0.0416,0.0866,0.101,0.314,0.376,0.44,0.303,0.117,0.00545,low
252483,0.00477,0.00797,0.0249,0.156,0.328,0.381,1.33,1.49,1.85,1.17,0.429,0.0199,medium
252496,0.00495,0.00827,0.0259,0.163,0.349,0.414,1.47,1.68,2.01,1.23,0.446,0.0206,medium
252509,0.00464,0.00775,0.0243,0.151,0.319,0.376,1.31,1.52,1.8,1.12,0.416,0.0193,low
252516,0.022,0.0367,0.114,0.695,1.42,1.58,4.74,5.26,6.53,4.46,1.79,0.091,medium
252521,0.00421,0.00703,0.022,0.139,0.292,0.335,1.2,1.34,1.71,1.06,0.383,0.0175,medium
